category,lin,lout
open_qa,11,38
open_qa,7,3
creative_writing,54,63
open_qa,12,56
open_qa,12,1
open_qa,13,119
creative_writing,19,1909
open_qa,11,56
open_qa,11,58
open_qa,11,14
open_qa,5,33
open_qa,13,2
open_qa,11,306
open_qa,13,2
open_qa,9,35
open_qa,10,24
open_qa,6,41
open_qa,7,7
open_qa,10,26
creative_writing,22,62
open_qa,13,122
creative_writing,8,49
creative_writing,11,138
open_qa,11,89
open_qa,10,20
open_qa,13,11
open_qa,5,23
open_qa,9,40
open_qa,18,13
open_qa,6,13
open_qa,12,32
open_qa,9,1
open_qa,7,10
open_qa,9,93
open_qa,23,4
open_qa,8,19
open_qa,7,242
open_qa,11,220
open_qa,8,97
open_qa,7,47
open_qa,11,137
creative_writing,11,85
open_qa,11,44
open_qa,17,7
open_qa,11,18
open_qa,5,53
open_qa,13,13
open_qa,6,81
open_qa,10,33
open_qa,5,343
open_qa,13,18
open_qa,7,89
open_qa,11,151
open_qa,9,27
open_qa,10,22
open_qa,5,1
open_qa,16,39
open_qa,10,77
creative_writing,8,167
open_qa,6,10
open_qa,6,59
open_qa,5,64
open_qa,13,10
open_qa,8,4
open_qa,11,242
open_qa,11,132
creative_writing,53,191
open_qa,11,10
open_qa,8,10
open_qa,5,10
creative_writing,10,115
open_qa,8,43
open_qa,7,2
open_qa,15,4
open_qa,11,2
open_qa,12,22
open_qa,7,101
open_qa,6,25
creative_writing,12,72
open_qa,11,46
open_qa,7,6
creative_writing,8,192
open_qa,10,159
open_qa,13,42
creative_writing,30,333
creative_writing,21,218
open_qa,11,30
open_qa,12,30
open_qa,11,44
open_qa,9,70
creative_writing,14,97
open_qa,10,11
creative_writing,8,122
open_qa,16,9
open_qa,12,14
creative_writing,14,86
creative_writing,36,345
open_qa,6,19
creative_writing,51,157
open_qa,10,26
open_qa,14,40
open_qa,9,28
open_qa,10,26
open_qa,24,203
open_qa,5,71
open_qa,7,18
open_qa,5,5
open_qa,10,38
open_qa,8,52
open_qa,9,23
open_qa,7,5
open_qa,9,11
open_qa,9,9
creative_writing,31,215
open_qa,6,2
open_qa,16,68
creative_writing,16,135
open_qa,29,31
open_qa,8,20
open_qa,18,18
creative_writing,8,774
open_qa,9,7
open_qa,11,13
open_qa,5,86
open_qa,5,7
open_qa,8,1891
open_qa,8,118
open_qa,13,14
creative_writing,6,47
creative_writing,17,81
open_qa,6,101
open_qa,9,34
open_qa,12,128
open_qa,11,23
open_qa,12,55
open_qa,7,19
open_qa,10,37
open_qa,14,2
open_qa,15,144
open_qa,8,27
open_qa,18,5
creative_writing,23,256
open_qa,8,50
open_qa,12,3
open_qa,6,108
creative_writing,23,181
open_qa,9,6
open_qa,9,13
open_qa,12,357
open_qa,16,404
open_qa,7,18
open_qa,8,52
open_qa,17,165
open_qa,22,30
open_qa,11,42
open_qa,6,37
open_qa,11,48
open_qa,8,117
open_qa,10,185
creative_writing,28,83
creative_writing,20,185
open_qa,5,73
open_qa,6,6
open_qa,12,15
open_qa,5,41
creative_writing,5,70
open_qa,7,244
open_qa,6,17
open_qa,8,66
open_qa,7,38
open_qa,6,55
open_qa,11,2
open_qa,8,8
open_qa,18,153
open_qa,6,97
creative_writing,7,75
open_qa,14,69
open_qa,6,289
open_qa,9,4
open_qa,26,7
open_qa,8,94
open_qa,15,10
open_qa,8,10
open_qa,5,123
creative_writing,8,760
open_qa,10,17
open_qa,4,59
open_qa,9,3
open_qa,8,10
open_qa,16,144
open_qa,4,74
open_qa,7,24
open_qa,9,314
open_qa,11,37
open_qa,16,203
open_qa,5,202
creative_writing,19,204
open_qa,15,43
open_qa,7,25
open_qa,7,9
open_qa,4,83
open_qa,11,15
open_qa,11,150
creative_writing,31,491
open_qa,8,3
open_qa,7,16
open_qa,14,18
open_qa,7,39
creative_writing,71,75
open_qa,12,21
creative_writing,17,16
open_qa,7,28
open_qa,25,94
open_qa,8,200
open_qa,5,14
open_qa,12,28
open_qa,12,15
open_qa,20,5
open_qa,14,5
open_qa,19,110
open_qa,7,14
open_qa,11,6
open_qa,9,13
open_qa,4,19
open_qa,8,27
open_qa,10,119
open_qa,6,25
creative_writing,9,202
creative_writing,15,471
open_qa,7,79
open_qa,13,35
creative_writing,7,18
open_qa,7,22
open_qa,12,3
open_qa,7,103
open_qa,12,15
open_qa,7,269
creative_writing,48,142
open_qa,13,5
open_qa,6,12
open_qa,8,73
open_qa,9,3
open_qa,9,71
open_qa,6,97
open_qa,5,13
open_qa,9,136
open_qa,14,129
open_qa,8,4
open_qa,9,72
open_qa,8,21
open_qa,5,94
open_qa,13,133
open_qa,8,7
open_qa,6,2
open_qa,11,6
open_qa,10,73
open_qa,12,21
creative_writing,24,163
creative_writing,13,157
open_qa,13,55
open_qa,17,6
open_qa,12,18
open_qa,8,2
open_qa,5,87
open_qa,8,8
creative_writing,43,122
open_qa,14,82
open_qa,13,129
open_qa,12,64
creative_writing,11,137
open_qa,13,115
open_qa,13,32
open_qa,10,101
creative_writing,79,194
open_qa,6,28
open_qa,4,17
open_qa,7,10
open_qa,15,23
open_qa,5,94
open_qa,9,32
creative_writing,14,155
open_qa,14,23
open_qa,8,46
open_qa,9,56
open_qa,14,37
open_qa,6,130
open_qa,9,57
open_qa,6,57
open_qa,10,74
open_qa,12,91
creative_writing,12,117
creative_writing,8,121
open_qa,11,112
open_qa,15,79
open_qa,9,36
open_qa,11,26
open_qa,6,88
open_qa,16,5
open_qa,5,254
open_qa,15,189
creative_writing,16,195
open_qa,8,39
open_qa,8,162
open_qa,9,351
open_qa,5,28
open_qa,5,182
open_qa,9,69
open_qa,6,46
open_qa,5,67
open_qa,7,98
creative_writing,8,104
open_qa,6,42
open_qa,10,827
open_qa,39,104
open_qa,8,57
open_qa,45,74
open_qa,9,40
open_qa,6,12
open_qa,9,328
open_qa,9,20
creative_writing,8,170
open_qa,8,9
open_qa,9,531
open_qa,11,11
open_qa,23,8
open_qa,10,21
open_qa,6,152
open_qa,16,4
creative_writing,14,132
open_qa,14,4
open_qa,7,15
creative_writing,23,383
open_qa,11,29
open_qa,5,89
open_qa,17,14
open_qa,16,111
open_qa,5,52
open_qa,17,39
open_qa,7,4
open_qa,7,6
open_qa,8,142
creative_writing,13,83
open_qa,11,50
open_qa,9,12
creative_writing,33,180
open_qa,8,32
open_qa,18,28
creative_writing,20,311
open_qa,15,27
open_qa,5,22
open_qa,14,72
open_qa,9,14
open_qa,10,11
creative_writing,9,112
open_qa,15,5
open_qa,9,96
open_qa,17,212
open_qa,19,4
creative_writing,19,191
open_qa,13,3
open_qa,8,399
open_qa,5,28
open_qa,5,53
open_qa,10,250
open_qa,7,443
open_qa,18,13
open_qa,10,1
open_qa,11,1
open_qa,5,25
open_qa,11,5
open_qa,27,87
open_qa,5,44
open_qa,4,181
open_qa,11,13
open_qa,6,6
creative_writing,9,92
open_qa,11,55
open_qa,26,58
open_qa,9,21
open_qa,10,128
creative_writing,20,391
open_qa,6,108
open_qa,15,160
creative_writing,17,240
open_qa,5,63
open_qa,5,21
open_qa,9,32
open_qa,10,12
open_qa,8,279
open_qa,8,71
open_qa,11,2
creative_writing,12,59
open_qa,13,14
open_qa,6,1
open_qa,11,66
open_qa,14,13
open_qa,14,18
open_qa,9,35
open_qa,15,11
open_qa,6,34
open_qa,18,12
open_qa,5,88
open_qa,9,1
open_qa,9,65
open_qa,11,4
open_qa,6,79
open_qa,11,105
open_qa,14,6
open_qa,5,41
open_qa,13,126
open_qa,6,68
open_qa,17,247
open_qa,7,3
creative_writing,22,113
open_qa,19,4
open_qa,11,19
open_qa,15,20
open_qa,7,81
open_qa,14,8
open_qa,5,26
open_qa,6,175
open_qa,10,61
creative_writing,10,36
open_qa,14,179
open_qa,8,110
creative_writing,10,19
open_qa,4,60
creative_writing,18,250
open_qa,7,123
open_qa,13,7
creative_writing,8,96
creative_writing,43,174
open_qa,14,11
open_qa,11,8
open_qa,8,103
open_qa,12,13
open_qa,10,23
open_qa,11,241
creative_writing,8,99
open_qa,14,25
open_qa,11,24
open_qa,10,361
open_qa,8,48
open_qa,7,102
open_qa,27,16
open_qa,7,31
open_qa,9,109
creative_writing,12,338
creative_writing,30,56
creative_writing,26,381
open_qa,11,109
open_qa,7,121
open_qa,7,4
open_qa,12,61
creative_writing,9,68
open_qa,12,19
open_qa,7,37
open_qa,10,101
open_qa,12,17
open_qa,11,40
open_qa,10,21
open_qa,9,9
creative_writing,31,172
open_qa,31,68
creative_writing,15,176
open_qa,6,56
open_qa,20,59
open_qa,11,18
open_qa,10,10
open_qa,11,1
open_qa,10,12
open_qa,11,23
open_qa,11,10
open_qa,9,8
open_qa,7,116
open_qa,11,6
creative_writing,13,314
open_qa,6,204
open_qa,7,9
open_qa,9,60
open_qa,9,33
open_qa,15,249
open_qa,12,10
open_qa,16,21
open_qa,5,158
open_qa,8,16
open_qa,11,13
open_qa,7,6
open_qa,16,4
open_qa,5,47
open_qa,7,84
open_qa,16,21
creative_writing,16,369
open_qa,11,66
creative_writing,9,111
creative_writing,10,900
open_qa,17,64
creative_writing,15,187
open_qa,10,55
open_qa,8,105
open_qa,6,192
open_qa,11,62
open_qa,24,74
open_qa,18,64
open_qa,13,66
open_qa,13,107
creative_writing,23,305
open_qa,9,10
open_qa,8,158
open_qa,10,16
open_qa,6,75
open_qa,14,36
open_qa,6,54
open_qa,10,44
creative_writing,5,82
open_qa,9,1
open_qa,15,102
open_qa,14,8
open_qa,14,9
creative_writing,14,110
creative_writing,8,109
open_qa,10,36
creative_writing,13,323
open_qa,8,10
open_qa,6,55
open_qa,11,101
open_qa,7,324
open_qa,11,39
open_qa,5,58
open_qa,19,28
creative_writing,6,117
open_qa,20,24
open_qa,9,21
open_qa,6,51
open_qa,5,18
open_qa,17,338
open_qa,7,14
open_qa,12,38
creative_writing,73,1601
open_qa,9,118
open_qa,14,39
open_qa,8,2
creative_writing,38,138
open_qa,6,68
open_qa,6,18
creative_writing,58,109
open_qa,28,56
open_qa,18,38
open_qa,6,32
open_qa,13,48
open_qa,10,5
creative_writing,11,91
open_qa,8,79
open_qa,10,66
open_qa,17,41
open_qa,6,68
open_qa,15,75
open_qa,6,40
open_qa,7,41
open_qa,16,26
open_qa,10,46
open_qa,12,61
open_qa,13,10
open_qa,5,197
open_qa,11,59
open_qa,12,14
open_qa,9,162
creative_writing,9,219
open_qa,5,23
creative_writing,14,71
open_qa,8,9
open_qa,13,11
open_qa,10,154
open_qa,12,84
open_qa,9,292
creative_writing,9,81
open_qa,9,210
open_qa,9,4
open_qa,16,1
open_qa,4,12
open_qa,6,75
open_qa,12,60
open_qa,11,144
open_qa,4,138
creative_writing,5,391
open_qa,8,241
open_qa,10,3
creative_writing,13,292
open_qa,5,26
open_qa,13,37
open_qa,5,1
open_qa,10,26
open_qa,15,125
creative_writing,8,64
open_qa,20,5
open_qa,6,71
open_qa,9,41
creative_writing,12,193
open_qa,21,317
open_qa,19,54
open_qa,5,23
open_qa,7,6
open_qa,6,41
open_qa,35,40
open_qa,8,26
open_qa,16,12
open_qa,10,30
open_qa,6,100
open_qa,10,5
open_qa,11,11
open_qa,9,10
creative_writing,12,705
open_qa,6,92
open_qa,10,39
open_qa,11,5
open_qa,7,131
open_qa,7,25
open_qa,7,79
open_qa,13,293
open_qa,13,37
open_qa,13,27
open_qa,5,74
open_qa,6,73
open_qa,11,39
creative_writing,10,69
open_qa,8,64
creative_writing,25,451
open_qa,9,6
open_qa,25,95
open_qa,15,18
open_qa,8,72
open_qa,9,99
open_qa,17,161
creative_writing,178,681
creative_writing,29,154
open_qa,8,46
open_qa,11,57
open_qa,9,58
open_qa,13,25
open_qa,16,16
open_qa,4,81
open_qa,10,59
open_qa,12,18
open_qa,8,63
open_qa,11,22
open_qa,11,43
open_qa,11,135
open_qa,12,10
open_qa,5,61
creative_writing,34,725
open_qa,10,45
open_qa,5,39
open_qa,5,74
creative_writing,18,328
creative_writing,6,91
open_qa,11,34
open_qa,8,230
open_qa,6,79
open_qa,14,47
open_qa,7,50
creative_writing,18,254
open_qa,5,3
open_qa,13,133
open_qa,6,37
open_qa,5,11
creative_writing,36,424
open_qa,9,11
open_qa,13,52
open_qa,4,108
open_qa,12,163
open_qa,12,30
open_qa,14,24
open_qa,6,194
open_qa,13,30
open_qa,11,3
open_qa,6,34
open_qa,11,60
open_qa,6,114
open_qa,8,31
open_qa,7,92
open_qa,12,19
creative_writing,18,47
creative_writing,11,165
creative_writing,18,81
open_qa,12,17
open_qa,34,119
creative_writing,54,262
open_qa,5,106
open_qa,7,107
open_qa,8,8
open_qa,7,41
creative_writing,2,1
open_qa,7,63
open_qa,7,48
open_qa,5,1
creative_writing,8,363
open_qa,10,64
open_qa,7,43
open_qa,5,64
open_qa,9,8
open_qa,5,16
creative_writing,58,389
open_qa,7,15
open_qa,15,67
open_qa,14,2
open_qa,20,59
open_qa,19,159
open_qa,8,22
open_qa,12,40
creative_writing,27,216
open_qa,10,4
creative_writing,37,96
open_qa,7,24
creative_writing,17,253
creative_writing,11,94
open_qa,17,4
open_qa,18,24
open_qa,6,24
open_qa,11,4
open_qa,6,148
creative_writing,14,21
open_qa,8,53
open_qa,8,36
open_qa,4,47
creative_writing,11,373
open_qa,10,42
open_qa,10,5
open_qa,8,35
creative_writing,29,20
open_qa,14,2
open_qa,10,1
open_qa,4,50
open_qa,16,15
open_qa,6,107
open_qa,7,59
open_qa,8,70
open_qa,10,1
open_qa,13,50
open_qa,13,3
open_qa,5,58
open_qa,16,20
open_qa,11,58
open_qa,7,5
open_qa,19,22
creative_writing,17,223
open_qa,8,311
open_qa,5,63
creative_writing,20,216
creative_writing,14,1736
open_qa,7,94
open_qa,6,18
open_qa,21,176
open_qa,14,2
open_qa,6,21
open_qa,11,21
open_qa,9,19
creative_writing,12,150
open_qa,7,114
open_qa,4,38
creative_writing,38,35
open_qa,15,17
open_qa,32,73
open_qa,5,68
open_qa,8,16
open_qa,19,20
creative_writing,6,94
open_qa,7,33
open_qa,11,30
open_qa,9,57
creative_writing,12,106
open_qa,18,22
open_qa,5,22
open_qa,9,285
open_qa,13,56
open_qa,11,14
open_qa,11,101
open_qa,16,60
open_qa,6,32
open_qa,8,4
open_qa,5,34
open_qa,12,3
open_qa,9,46
creative_writing,16,111
open_qa,18,2
open_qa,5,49
open_qa,6,87
open_qa,10,25
open_qa,7,51
open_qa,19,11
creative_writing,29,112
creative_writing,5,416
open_qa,12,91
creative_writing,9,15
open_qa,7,98
open_qa,7,193
open_qa,20,11
open_qa,14,33
creative_writing,14,128
open_qa,5,90
open_qa,15,2
open_qa,9,126
open_qa,5,138
creative_writing,10,91
open_qa,10,86
open_qa,12,99
creative_writing,50,272
open_qa,12,341
open_qa,10,56
open_qa,7,203
open_qa,6,169
open_qa,6,193
open_qa,10,53
open_qa,9,528
open_qa,6,41
creative_writing,12,88
open_qa,5,79
open_qa,9,11
creative_writing,5,9
open_qa,11,3
open_qa,10,12
open_qa,15,76
open_qa,11,19
open_qa,8,58
open_qa,10,40
open_qa,5,61
open_qa,8,1
open_qa,8,48
creative_writing,9,460
open_qa,10,83
creative_writing,13,616
open_qa,8,111
open_qa,11,35
creative_writing,4,48
open_qa,11,29
open_qa,7,195
open_qa,11,32
open_qa,6,113
creative_writing,9,437
open_qa,21,20
open_qa,8,3
creative_writing,72,118
open_qa,6,44
open_qa,17,5
open_qa,14,111
open_qa,5,24
open_qa,8,413
open_qa,18,75
creative_writing,48,50
open_qa,5,103
open_qa,5,77
open_qa,14,57
open_qa,5,13
creative_writing,11,206
open_qa,9,26
open_qa,12,16
open_qa,12,6
open_qa,11,110
open_qa,12,206
open_qa,5,73
open_qa,12,17
open_qa,8,34
open_qa,12,49
creative_writing,13,179
open_qa,7,25
open_qa,12,7
open_qa,12,8
open_qa,13,334
open_qa,11,364
open_qa,8,8
open_qa,20,26
open_qa,10,17
open_qa,10,12
open_qa,14,3
creative_writing,12,105
open_qa,18,204
open_qa,15,3
open_qa,8,23
open_qa,17,13
open_qa,6,75
open_qa,12,3
open_qa,10,48
open_qa,6,51
open_qa,8,43
open_qa,11,17
open_qa,9,12
creative_writing,14,79
creative_writing,13,233
open_qa,7,51
open_qa,5,48
open_qa,8,3
open_qa,12,93
open_qa,11,69
open_qa,6,94
open_qa,13,269
open_qa,11,4
open_qa,8,13
open_qa,6,58
open_qa,15,7
open_qa,30,2
open_qa,12,61
open_qa,8,3
open_qa,12,88
open_qa,8,42
open_qa,8,229
creative_writing,20,365
open_qa,11,26
open_qa,15,10
open_qa,14,3
creative_writing,7,48
open_qa,18,4
creative_writing,4,113
open_qa,4,43
creative_writing,16,243
creative_writing,6,22
open_qa,7,50
open_qa,8,142
open_qa,5,5
open_qa,8,67
open_qa,19,5
open_qa,18,185
open_qa,27,8
open_qa,9,59
open_qa,15,27
creative_writing,12,80
open_qa,15,6
open_qa,13,22
open_qa,8,2
open_qa,8,21
open_qa,6,117
open_qa,10,24
creative_writing,10,34
open_qa,6,46
creative_writing,11,301
open_qa,10,53
open_qa,6,136
open_qa,12,15
open_qa,9,106
open_qa,5,1
creative_writing,8,140
open_qa,10,25
open_qa,7,55
creative_writing,11,101
open_qa,10,17
open_qa,32,503
creative_writing,25,173
open_qa,10,21
open_qa,6,21
open_qa,7,568
open_qa,11,17
open_qa,16,5
creative_writing,4,316
open_qa,13,23
open_qa,5,19
open_qa,5,121
open_qa,7,21
open_qa,8,133
creative_writing,19,124
creative_writing,19,99
open_qa,8,43
open_qa,15,24
open_qa,11,54
open_qa,7,4
open_qa,4,207
open_qa,12,11
open_qa,6,8
open_qa,11,85
open_qa,14,86
open_qa,10,150
open_qa,12,114
creative_writing,32,136
open_qa,11,12
open_qa,9,52
open_qa,7,20
open_qa,10,7
open_qa,7,3
open_qa,8,118
open_qa,11,218
open_qa,7,35
open_qa,12,15
open_qa,5,81
open_qa,9,67
open_qa,7,23
creative_writing,9,123
open_qa,11,28
open_qa,20,91
open_qa,12,36
creative_writing,19,92
open_qa,14,3
open_qa,4,14
open_qa,8,13
open_qa,11,16
open_qa,5,77
open_qa,5,22
open_qa,9,123
creative_writing,34,184
open_qa,6,6
open_qa,9,14
open_qa,10,87
open_qa,15,73
creative_writing,51,78
open_qa,7,10
open_qa,6,140
open_qa,14,31
open_qa,6,119
open_qa,7,90
creative_writing,25,646
creative_writing,13,1397
creative_writing,23,987
open_qa,6,94
open_qa,6,118
open_qa,4,86
creative_writing,25,617
open_qa,10,246
open_qa,10,142
open_qa,10,215
open_qa,9,64
open_qa,13,4
open_qa,12,28
open_qa,12,63
open_qa,15,14
creative_writing,11,89
open_qa,20,5
open_qa,8,7
creative_writing,12,184
open_qa,10,45
open_qa,8,102
open_qa,4,52
open_qa,9,3
open_qa,11,184
open_qa,9,35
open_qa,6,198
open_qa,7,35
open_qa,11,1
creative_writing,10,175
open_qa,11,69
open_qa,8,18
open_qa,13,213
open_qa,8,6
open_qa,8,29
open_qa,20,14
open_qa,10,19
open_qa,15,288
open_qa,6,1
open_qa,5,35
creative_writing,8,258
creative_writing,7,50
open_qa,16,2
open_qa,8,174
open_qa,8,14
open_qa,7,9
open_qa,11,68
open_qa,6,2
open_qa,9,2
open_qa,8,95
open_qa,10,26
open_qa,14,21
open_qa,15,5
creative_writing,10,200
open_qa,10,3
open_qa,12,24
open_qa,11,56
creative_writing,27,1023
creative_writing,12,378
creative_writing,43,455
open_qa,11,13
open_qa,15,18
open_qa,9,3
open_qa,9,120
open_qa,8,34
creative_writing,33,214
open_qa,7,17
open_qa,12,20
open_qa,9,38
open_qa,11,10
open_qa,6,43
open_qa,16,3
open_qa,7,3
open_qa,9,23
open_qa,13,73
open_qa,17,4
open_qa,9,163
open_qa,11,115
open_qa,4,69
open_qa,6,10
open_qa,11,2
open_qa,6,69
open_qa,17,144
open_qa,8,46
creative_writing,19,160
open_qa,7,149
open_qa,10,12
open_qa,17,27
creative_writing,22,433
creative_writing,18,293
open_qa,7,1
open_qa,8,75
open_qa,7,5
open_qa,19,17
open_qa,8,144
creative_writing,38,430
open_qa,12,3
open_qa,4,24
creative_writing,12,153
open_qa,17,3
open_qa,10,12
